Organization Name,Organization Name URL,Industries,Headquarters Location,Description,Last Funding Amount,Last Funding Amount Currency,Last Funding Amount Currency (in USD),Last Funding Type,CB Rank (Company),Number of Funding Rounds,LinkedIn,Website,Founders
Genymobile,https://www.crunchbase.com/organization/genymobile,"Android, Developer Tools, Enterprise Software, SaaS, Software","Paris, Ile-de-France, France",Genymobile help enterprises build their future with Android.,7700000,USD,7700000,Series A,"23,280",2,https://www.linkedin.com/company/genymobile,https://www.genymobile.com,"Angelique Zettor, Arnaud Dupuis"
Flatfile,https://www.crunchbase.com/organization/flatfile,"Developer Tools, Software","Denver, Colorado, United States","Flatfile is the developer of a database software designed to import, map, and normalize customer data.",7600000,USD,7600000,Seed,981,2,https://www.linkedin.com/company/flatfile/,https://flatfile.io/,"David Boskovic, Eric Crane"
Esper,https://www.crunchbase.com/organization/esper-9f13,"Application Performance Management, Apps, Computer, Embedded Software, Enterprise Applications, Enterprise Software, Information Technology, Internet, Security, Software","Menlo Park, California, United States",Android device deployment and Application management platform for enterprises.,7600000,USD,7600000,Series A,"1,986",4,https://www.linkedin.com/company/espermanage/,https://www.esper.io/,"Shiv Sundar, Yadhu Gopalan"
Buddybuild,https://www.crunchbase.com/organization/buddybuild,"Developer Tools, Mobile, Software","Vancouver, British Columbia, Canada",Buddybuild is a Vancouver-based app tools company focused on continuous integration and debugging tools.,7600000,USD,7600000,Series A,"21,471",2,https://www.linkedin.com/company/buddybuild-com,https://www.buddybuild.com/,"Christopher Stott, Dennis Pilarinos, Johnny Shi"
vTime Limited,https://www.crunchbase.com/organization/vtime-limited,"Enterprise Software, Software, Virtual Reality","Liverpool, Liverpool, United Kingdom",vTime is a virtual reality software company that develops apps and cloud-based solutions that redefine virtual engagement and communication.,7600000,USD,7600000,Series A,"33,632",1,,https://www.vtime.net,Martin Kenwright
HighGround,https://www.crunchbase.com/organization/highground,"Enterprise Software, Human Resources, SaaS, Software","Chicago, Illinois, United States","HighGround's platform helps create high performing organizations through continuous performance management, feedback and recognition. ",7599999,USD,7599999,Series A,"10,070",4,http://www.linkedin.com/company/highgroundHQ,http://www.highground.com,Vip Sandhir
Daisy Intelligence,https://www.crunchbase.com/organization/daisy-intelligence-corporation,"Artificial Intelligence, Enterprise Software, Information Technology, Machine Learning, SaaS, Software","Vaughan, Ontario, Canada",Daisy Intelligence Corporation a Canadian-based artificial intelligence software-as-a-service company.,10000000,CAD,7539448,Series A,"8,378",3,https://ca.linkedin.com/company/daisy-intelligence-corporation,http://www.daisyintelligence.com/,Gary Saarenvirta
Northspyre,https://www.crunchbase.com/organization/northspyre,"Project Management, Software","Brooklyn, New York, United States",Northspyre is a cloud based intelligence platform.,7500000,USD,7500000,Series A,548,1,https://www.linkedin.com/company/northspyre/,https://www.northspyre.com/,William Sankey
Abl Schools,https://www.crunchbase.com/organization/abl-schools,"EdTech, Education, SaaS, Software","San Francisco, California, United States",Abl Schools is building a new kind of school operations software that helps school leaders better manage their time and resources.,7500000,USD,7500000,Series A,"2,687",2,https://www.linkedin.com/company/7790227?trk=tyah&trkInfo=clickedVertical%3Acompany%2CclickedEntityId%3A7790227%2Cidx%3A3-1-4%2CtarId%3A1459537435092%2Ctas%3Aabl%20schoo,http://www.ablschools.com/,Adam Pisoni
Elm Street Technology,https://www.crunchbase.com/organization/elm-street-technology,"Advertising, Marketing, Real Estate, Software","Greensboro, North Carolina, United States",Elm Street Technology provides real estate marketing and technology services.,7500000,USD,7500000,Series A,"3,135",1,https://www.linkedin.com/company-beta/15204441/,http://www.elmstreettechnology.com/,Prem Luthra
Instrumental,https://www.crunchbase.com/organization/instrumental,"Consumer Electronics, Manufacturing, Software","Palo Alto, California, United States",Ship hardware products on time with high-resolution manufacturing data.,7500000,USD,7500000,Series A,"3,658",2,https://www.linkedin.com/company/instrumental-inc./,http://www.instrumental.com,"Anna-Katrina Shedletsky, Samuel Weiss"
Alpha HQ,https://www.crunchbase.com/organization/alpha-ux,"Enterprise Software, Information Technology, Product Management, SaaS, Software","New York, New York, United States","Alpha HQ is an on-demand insights platform enabling teams to make data-driven decisions about users, products, and new markets.",7500000,USD,7500000,Series A,"4,155",5,https://www.linkedin.com/company/alpha-ux,http://alphahq.com,"Michael Bamberger, Nis Frome, Thor Ernstsson"
CEIPAL,https://www.crunchbase.com/organization/ceipal-llc,"Human Resources, Internet, Recruiting, Software, Staffing Agency","Rochester, New York, United States",CEIPAL is an integrated Cloud HCM solution delivers in a single platform from hiring to workforce collaboration from anywhere anytime.,7500000,USD,7500000,Series A,"7,595",2,https://www.linkedin.com/company/ceipal,https://www.ceipal.com/,Sameer Penakalapati
Lenses.io,https://www.crunchbase.com/organization/landoop,"Big Data, Cloud Infrastructure, Data Integration, Enterprise Software, Open Source, Software","London, England, United Kingdom",DataOps - A real-time applications and data operation portal,7500000,USD,7500000,Series A,"7,813",2,https://www.linkedin.com/company/lensesio/,https://lenses.io,"Antonios Chalkiopoulos, Christina Daskalaki"
Qrvey,https://www.crunchbase.com/organization/qrvey,"Big Data, Cloud Computing, Cloud Data Services, Data Integration, Data Mining, Data Visualization, Embedded Software, Software","Vienna, Virginia, United States",Qrvey simplifies business analytics on AWS and moves analytics beyond just visualizations to include your entire data pipeline.,7500000,USD,7500000,Series A,"8,054",4,https://www.linkedin.com/company/qrvey,https://qrvey.com,Arman Eshraghi
WhereIsMyTransport,https://www.crunchbase.com/organization/whereismytransport,"Information Services, Information Technology, Software","London, England, United Kingdom",WhereIsMyTransport is an information technology company that collects and provides access to public transport data from African cities.,7500000,USD,7500000,Series A,"11,802",5,https://www.linkedin.com/company/whereismytransport/,http://www.whereismytransport.com,"Chris King, Dave New, Devin Vries"
Truekx,https://www.crunchbase.com/organization/truekx,"App Marketing, Apps, Consumer Applications, Digital Marketing, E-Commerce, Financial Services, Mobile Apps, Software","Guadalajara, Jalisco, Mexico","Cross-Platform App. Where we are solving is to boost sales, advertising and growth of all companies in a network",7500000,USD,7500000,Seed,"12,975",5,https://www.linkedin.com/company/truekx,http://www.truekx.com,"Delait Rodriguez, Rafael Perez"
Ubimo,https://www.crunchbase.com/organization/ubimo,"Ad Retargeting, Ad Targeting, Advertising Platforms, Digital Marketing, DSP, Location Based Services, Machine Learning, Marketing, SaaS, Software","New York, New York, United States",Ubimo is a Location Intelligence SaaS platform that lets enterprises of all sizes see and act on offline consumer behavior.,7500000,USD,7500000,Series A,"13,429",2,https://www.linkedin.com/company/2969622,http://www.ubimo.com,"Gilad Amitai, Oded Poncz, Ran Ben-Yair, Udi Graff"
Streamlio,https://www.crunchbase.com/organization/streamlio,"Information Technology, Messaging, Software","Palo Alto, California, United States","Enterprise-grade, unified, real-time solution. Messaging (Apache Pulsar - incubating), Compute (Heron), Stream Storage (Apache BookKeeper)",7500000,USD,7500000,Series A,"13,702",1,https://www.linkedin.com/company/streamlio/,https://streaml.io,"Karthik Ramasamy, Lewis Kaneshiro, Matteo Merli, Sanjeev Kulkarni, Sijie Guo"
xtraCHEF,https://www.crunchbase.com/organization/xtrachef,"Analytics, Hospitality, Mobile, Restaurants, SaaS, Sales Automation, Software","New York, New York, United States",xtraCHEF is a SaaS restaurant management platform for the restaurant industry to improve productivity and increase profits.,7500000,USD,7500000,Series A,"14,372",2,https://www.linkedin.com/company/xtrachef/,http://www.xtrachef.com,"Andy Schwartz, Bhavik Patel, Chaz Brown"
Sober Grid,https://www.crunchbase.com/organization/sober-grid,"Health Care, Home Health Care, Mobile Apps, Software","Boston, Massachusetts, United States",Sober Grid is a digital health application focused on creating mobile communities that  engage people into chronic disease management.,7500000,USD,7500000,Seed,"15,150",1,https://www.linkedin.com/company/sober-grid,http://www.sobergrid.com,"Beau Mann, Nicholas Krasucki, Tavis Morello"
RevUp Software,https://www.crunchbase.com/organization/revup-software,"Analytics, Software","Redwood City, California, United States","RevUp Software is bringing leading-edge, easy to use analytics to Non-Profits, Academic Institutions and Political Organizations.",7500000,USD,7500000,Series A,"19,476",3,https://www.linkedin.com/company/revup-software,http://www.revup.com/,Steve Spinner
Lifebit,https://www.crunchbase.com/organization/lifebit-ai,"Artificial Intelligence, Bioinformatics, Biotechnology, Cloud Data Services, Genetics, Life Science, Machine Learning, Pharmaceutical, Software","London, England, United Kingdom","Lifebit CloudOS is the intelligent genomics platform that is the industry standard for unified, secure research over distributed big data.",7500000,USD,7500000,Series A,"20,286",4,https://www.linkedin.com/company/lifebit-ai/,http://lifebit.ai,"Maria Chatzou Dunford, Pablo Prieto Barja"
Embrace,https://www.crunchbase.com/organization/embrace-io,"Analytics, Developer Tools, Enterprise Software, Information Technology, Mobile Apps, Productivity Tools, SaaS, Software","Culver City, California, United States","Embrace is the only unified observability, error, and performance monitoring platform built for mobile.",7500000,USD,7500000,Series A,"47,829",8,https://www.linkedin.com/company/embrace.io/,https://embrace.io/,"Eric Futoran, Fredric Newberg, Maggie Shih"
Shujinko,https://www.crunchbase.com/organization/shujinko-seattle-washington,"Cloud Computing, Cloud Data Services, Cloud Infrastructure, Cloud Management, Cloud Security, SaaS, Software","Seattle, Washington, United States",Shujinko is a software as a service (SaaS) that enables organizations to quickly build compliant environments.,7500000,USD,7500000,Series A,"57,990",2,https://www.linkedin.com/company/shujinko/,https://www.shujinko.io/,"Matthew Wells, Scott Schwan"
Findery,https://www.crunchbase.com/organization/findery,"Mobile, Software","San Francisco, California, United States",Findery is an app that allows people to annotate places in the real world and leave notes tagged to a specific geographic location.,7500000,USD,7500000,Series A,"96,254",3,,http://findery.com,Caterina Fake
BroadWare Technologies,https://www.crunchbase.com/organization/broadware-technologies,"Communications Infrastructure, Infrastructure, Public Transportation, Software, Video","Santa Clara, California, United States",BroadWare Technologies is software provider of IP-based video surveillance software.,7500000,USD,7500000,Series A,"199,533",1,,http://www.broadware.com,
Knowmadic,https://www.crunchbase.com/organization/knowmadic,"Information Technology, Software","Santa Clara, California, United States","Knowmadic, Inc. provides technology that enables business users to manage business processes and access data easily.",7500000,USD,7500000,Series A,"474,309",1,,http://www.knowmadic.com/,
Linker Networks,https://www.crunchbase.com/organization/linker-networks,"Artificial Intelligence, Big Data, Information Technology, Software","Westborough, Massachusetts, United States",End-to-End AI Training Software Service Company. ,7470000,USD,7470000,Series A,"43,816",1,https://www.linkedin.com/company/linker-networks-inc-/,https://www.linkernetworks.com,Paul Shieh
