Organization Name,Organization Name URL,Industries,Description,CB Rank (Company),LinkedIn,Website,Founders,Headquarters Location
Teamline,https://www.crunchbase.com/organization/teamline-7443,"E-Commerce, Sporting Goods, Wholesale",Teamline is an online store that sells sports goods and terry towels from kids to adults.,"930,514",,http://teamline.com.ua,,"Odesa, Odes'ka Oblast', Ukraine"
Imperia Matrasiv,https://www.crunchbase.com/organization/imperia-matrasiv,"Consumer Goods, E-Commerce, Retail","Imperia Matrasiv is an expert in selling high-quality and comfortable beds, mattresses, linens, blankets, and pillows.","930,345",,http://imperia.matrasiv.com,,"Kyiv, Kyyiv, Ukraine"
Edwards Barrett Ventures,https://www.crunchbase.com/organization/edwards-barrett-ventures,Information Technology,"We build companies that disrupt industries by applying technology in new, innovative, and exciting ways.","930,243",,http://www.edwardsbarrett.com,,"Riga, Riga, Latvia"
FlyFox Web Studio,https://www.crunchbase.com/organization/flyfox-web-studio,"Management Consulting, Usability Testing, Web Development","FlyFox offers design and development of websites, management consultation, and testing.","930,175",,http://flyfox.in.ua/,,"Ivanofrankivsk, Ivano-Frankivs'ka Oblast', Ukraine"
Wilco Verweij,https://www.crunchbase.com/organization/wilco-verweij,"Advertising, Graphic Design, Printing",Wilco Verweij is a indoor and outdoor advertising company that offers marketing solutions for various brands,"930,068",,http://www.wilco-reclame.nl,,"Geldermalsen, Gelderland, The Netherlands"
Urban Commercial Partners,https://www.crunchbase.com/organization/urban-commercial-partners,"Commercial Real Estate, Construction, Real Estate","Urban Commercial Partners is a real estate brokerage company that provides acquisition/disposition,development & land sourcing services.","930,042",https://www.linkedin.com/company/urban-commercial-partners/,http://ehirealestate.com/,,"Seattle, Washington, United States"
Autoseller,https://www.crunchbase.com/organization/autoseller,"Automotive, E-Commerce, Retail",Autosellers is an online store that offers a wide range of quality auto spare parts and car accessories.,"930,029",,http://autosellers.com.ua,,"Kyiv, Kyyiv, Ukraine"
IT Professionals,https://www.crunchbase.com/organization/it-professionals,"Information Services, Information Technology","IT Professionals, Inc is dedicated to providing IT solutions worldwide.","929,985",https://www.linkedin.com/company/itprofessionalsinc/,https://www.itprofessionalsinc.com/,,"Honolulu, Hawaii, United States"
Pittsballoon,https://www.crunchbase.com/organization/pittsballoon,"Art, Delivery, Sales","Pittsballoon is a balloon retailer that offers services like online shopping, event decoration, balloon printing, and delivery.","929,814",https://www.linkedin.com/company/pittsballoon/,http://www.pittsballoon.de,,"Stuttgart, Baden-Wurttemberg, Germany"
Domain Signals,https://www.crunchbase.com/organization/domain-signals,"News, Productivity Tools","Top Domain Industry News, Tools & Tips","929,648",,http://domainsignals.com/,"Rudy DeDominicis, Tim Koutroubas","New York, New York, United States"
EE.UU. TRAVELER,https://www.crunchbase.com/organization/ee-uu-traveler,Travel,We help our users to get their visas to travel to U.S. We specialize in nonimmigrant visas.,"929,636",https://www.linkedin.com/company/eeuutraveler,https://eeuutraveler.com/,Andrés Cruz,"New York, New York, United States"
lacajadeldeportista,https://www.crunchbase.com/organization/lacajadeldeportista,Sports,lacajadeldeportista Subscription boxes of nutritional supplements designed for athletes who want to improve their brands in their sport.,"929,588",,https://www.lacajadeldeportista.es/,,"Valencia, Comunidad Valenciana, Spain"
Epoxy Flooring Austin,https://www.crunchbase.com/organization/epoxy-flooring-austin,Home Renovation,"Professional and Reliable Epoxy Flooring Service in Austin, Texas","929,468",,http://www.epoxyflooringaustin.com/,,"Austin, Texas, United States"
Direct Expertise,https://www.crunchbase.com/organization/direct-expertise,"Human Resources, Staffing Agency","Direct Expertise will focus on the future, not the past and will change recruitment.","929,403",,,,"London, England, United Kingdom"
"Reality Bytes, LLC.",https://www.crunchbase.com/organization/reality-bytes-llc,"Creative Agency, Technical Support","Immersive technology agency that develops and deploys #XR solutions in entertainment, education, and enterprise.","929,368",,https://www.realitybytes.io,,"Chicago, Illinois, United States"
HireTX,https://www.crunchbase.com/organization/hiretx,"Consulting, Human Resources, Management Consulting, Staffing Agency",A hiring service for developers by developers.,"929,308",,https://hiretx.com,Ted Patrick,"Austin, Texas, United States"
Misstake Creativity School,https://www.crunchbase.com/organization/misstake-creativity-school,"Consulting, Training","Misstake Creativity School specializes in consulting, communication, training and creative transformation for companies and professionals.","929,258",https://www.linkedin.com/company/misstake-school,https://misstake.es/,,"Madrid, Madrid, Spain"
Leo 's Startup,https://www.crunchbase.com/organization/leo-s-startup,"Beauty, Fashion","Leo 's Startup offers hairstyling and extensions, a nail bar, beauty treatments and coffee shop all under one roof.","929,248",,,Leo Mancini,"London, England, United Kingdom"
VenYou,https://www.crunchbase.com/organization/venyou-2,"Local, Real Time, Social","Venue is your personal and local social scene in real-time. Explore, check in, post, chat, and interact more naturally than ever before.","929,230",https://www.linkedin.com/company/16254476/,http://govenyouapp.com,Michael Mont,"Chicago, Illinois, United States"
Pikolo,https://www.crunchbase.com/organization/pikolo,"Advertising, Analytics, Big Data, E-Commerce, Internet of Things",Make ads cool again,"929,106",,http://gopikolo.com,"Alex Zekoff, Juan Ordonez","Berkeley, California, United States"
Projected Lighting Designs,https://www.crunchbase.com/organization/projected-lighting-designs,"Lighting, Outdoors",Projected Lighting Designs Inc. is a company that aims to add life to landscapes with innovative outdoor patterned luminaires.,"929,106",,https://www.projectedlighting.com,,"Victoria, British Columbia, Canada"
PolyCatUK,https://www.crunchbase.com/organization/polycatuk,Nanotechnology,PolyCatUK is an Oxford based start-up centred around an innovative process to produce effective metal nano-particle catalysts on polymers.,"929,071",https://in.linkedin.com/company/polycatuk,,,"Chalgrove, Oxfordshire, United Kingdom"
Chadwick Media Relations,https://www.crunchbase.com/organization/chadwick-media-relations,Professional Services,Smart & Intuitive Professional Services.,"929,008",,http://chadwickmediarelations.com,,"San Francisco, California, United States"
SiCtech INDUCTION,https://www.crunchbase.com/organization/sictech-induction,"Industrial, Industrial Engineering",SiCtech INDUCTION is an industrial engineering company.,"928,924",https://www.linkedin.com/company/sictechinduction,http://www.sictechinduction.com/,,"Paterna, Comunidad Valenciana, Spain"
Polax,https://www.crunchbase.com/organization/polax,"Online Portals, Productivity Tools, Wholesale","Polax is a web store that offers a wide variety of power tools, grinding abrasives and other consumables for professional and homework.","928,902",,http://polax.ua,,"Kharkov, Kharkivs'ka Oblast', Ukraine"
Parkside Youth Literacy Project,https://www.crunchbase.com/organization/parkside-youth-literacy-project,,Parkside Youth Literacy Project assists book authors achieve their goals of publishing their books.,"928,811",,https://www.parksideyouthliteracyproject.com/,,"Cheyenne, Wyoming, United States"
E-Blox,https://www.crunchbase.com/organization/e-blox,"Construction, Consumer Goods, Electronics",E-Blox is a consumer goods and electronics company located in Buffalo Grove.,"928,799",https://www.linkedin.com/company/myeblox/,https://myeblox.com,,"Buffalo Grove, Illinois, United States"
EliteWay,https://www.crunchbase.com/organization/eliteway,Artificial Intelligence,EliteWay helps runners of all levels improve through training plans generated by Artificial Intelligence.,"928,668",,https://elite-way.com/en,,"Paris, Ile-de-France, France"
two.one,https://www.crunchbase.com/organization/two-one,,Stealth Mode,"928,666",,,,"New York, New York, United States"
Fullfat,https://www.crunchbase.com/organization/fullfat,"Advertising, Digital Marketing",Full Service Digital Marketing Agency & Creative Agency,"928,641",https://www.linkedin.com/company/fullfat-xyz/,http://www.fullfat.xyz,,"London, England, United Kingdom"
Connect Dynamics,https://www.crunchbase.com/organization/connect-dynamics,"Information Technology, Software",Connect Dynamics is a stealth technology company.,"928,591",,,,"Memphis, Tennessee, United States"
Zenterac,https://www.crunchbase.com/organization/zenterac,"App Marketing, Media and Entertainment, Video Streaming",Build projects using interactive intelligence. Manage information in real time to optimize communication and acquire BI.,"928,582",https://www.linkedin.com/company/15075192/,http://www.zenterac.ca,,"Sherbrooke, Quebec, Canada"
Optihawk,https://www.crunchbase.com/organization/optihawk,"Advertising, Analytics, Marketing","Optihawk is a small, agile, specialised digital agency with an expert skillset.","928,570",https://www.linkedin.com/company/optihawk/,https://www.optihawk.com/,Thomas Koutroukis,"London, England, United Kingdom"
McMillian Insurance Agency,https://www.crunchbase.com/organization/mcmillian-insurance-agency-2,Insurance,McMillian Insurance Agency has a wide range of providers and offers for both commercial and personal coverage.,"928,484",,http://www.mcmillianinsuranceagency.com/,,"Germantown, Tennessee, United States"
Bombora Natural Energy,https://www.crunchbase.com/organization/bombora-natural-energy,Oil and Gas,Bombora is the oil and gas explorer.,"928,457",,,,"Perth, Western Australia, Australia"
UNI: CODE,https://www.crunchbase.com/organization/uni-code,"Consulting, E-Commerce, Information Technology",UNI: CODE is an information technology company provides solutions of website and e-commerce platform.,"928,287",https://www.linkedin.com/company/uni-code-it-solutions-gmbh,https://www.unicode-it.de/,,"Nütschau, Schleswig-Holstein, Germany"
Green Sustainability Partners,https://www.crunchbase.com/organization/green-sustainability-partners,Electronics,"Green Sustainability Partners develop drones for agriculture, disaster relief, military, and environmental research.","928,286",,,,"Spring Hill, Florida, United States"
intrviu,https://www.crunchbase.com/organization/intrviu,"Mobile Apps, Social Network","Intrviu is an application to create, send and receive interviews between family and friends to help us develop social relationships.","928,129",https://www.linkedin.com/company/intrviu/,http://www.intrviu.com,,"Madrid, Madrid, Spain"
Silicon Valley Backers Network,https://www.crunchbase.com/organization/sv-backers,Funding Platform,Changing the narrative in funding.,"928,087",,https://www.svbackers.com/,,"San Jose, California, United States"
EGear Oy,https://www.crunchbase.com/organization/egear-oy,"Mechanical Design, Mechanical Engineering",Egear Oy is a spin-off company from Lappeenranta University of Technology (LUT) and Saimaa University of Applied Sciences.,"928,042",https://www.linkedin.com/company/egear-oy/,http://egear.fi/index.html,Juho Montonen,"Lappeenranta, Southern Finland, Finland"
THE Shirt Business,https://www.crunchbase.com/organization/the-shirt-business,"E-Commerce, Fashion",Shirts for all moods and personalities. Everything shirts!,"927,940",,http://www.theshirtbusiness.com,,"Mcdonough, Georgia, United States"
AntHills,https://www.crunchbase.com/organization/anthills,Software Engineering,"SaaS, Cloud, Apps","927,930",,http://anthills.co,Huseyin Mert,"San Francisco, California, United States"
Fortechs forensics,https://www.crunchbase.com/organization/fortechs-forensics,"Consulting, Medical",Fortechs offers technical solutions in academic medical centers that specialize in the development of spectral imaging techniques.,"927,928",,http://www.fortechs.com/,,"Amsterdam, Noord-Holland, The Netherlands"
Nucleus Connect,https://www.crunchbase.com/organization/nucleus-connect-c845,"Cloud Data Services, Cloud Security, Network Hardware","Nucleus is a network provider that offers up-time services for applications, servers, and websites along with cloud services and security.","927,849",,http://www.nucleus-connect.be,,"Antwerpen, Antwerpen, Belgium"
